0 -0
0.000499839 128.889
0.000999547 257.147
0.00149889 369.839
0.00199798 379.895
0.00249694 383.293
0.00299553 385.178
0.00349387 386.534
0.00399197 387.645
0.00448994 388.641
0.00498754 389.575
0.00548489 390.47
0.00598211 391.338
0.00647897 392.186
0.00697558 393.018
0.00747207 393.834
0.00796819 394.637
0.00846406 395.429
0.00895969 396.209
0.00945519 396.978
0.00995032 397.736
0.0104452 398.486
0.01094 399.228
0.0114344 399.96
0.0119285 400.686
0.0124226 401.404
0.0129162 402.115
0.0134097 402.819
0.013903 403.517
0.0143959 404.208
0.0148886 404.894
0.0153811 405.573
0.0158734 406.246
0.0163654 406.913
0.0168571 407.574
0.0173487 408.229
0.0178399 408.878
0.0183309 409.522
0.0188218 410.159
0.0193123 410.791
0.0198026 411.417
0.0202926 412.037
0.0207826 412.651
0.0212721 413.254
0.0217614 413.852
0.0222506 414.423
0.0227395 415.016
0.0232281 415.576
0.0237166 416.149
0.0242047 416.703
0.0246926 417.251
0.0251804 417.792
0.0256678 418.326
0.0261549 418.853
0.0266419 419.372
0.0271287 419.883
0.0276152 420.385
0.0281014 420.878
0.0285875 421.361
0.0290733 421.831
0.0295588 422.29
0.0300441 422.737
0.0305292 423.173
0.031014 423.598
0.0314987 424.011
0.0319831 424.412
0.0324672 424.803
0.0329511 425.183
0.0334348 425.552
0.0339182 425.914
0.0344014 426.267
0.0348844 426.615
0.0353672 426.956
0.0358496 427.293
0.0363319 427.625
0.036814 427.954
0.0372958 428.279
0.0377774 428.602
0.0382587 428.922
0.0387398 429.239
0.0392207 429.555
0.0397014 429.869
0.0401818 430.182
0.040662 430.493
0.041142 430.804
0.0416217 431.113
0.0421012 431.422
0.0425804 431.73
0.0430595 432.038
0.0435383 432.344
0.0440168 432.65
0.0444953 432.956
0.0449734 433.261
0.0454512 433.565
0.045929 433.869
0.0464064 434.172
0.0468836 434.475
0.0473605 434.777
0.0478374 435.078
0.0483138 435.38
0.0487901 435.681
